지역,대학명,전형명,학과명,2026등급컷I,2026등급컷II,2026등급컷III,2025등급컷,2025등급컷2,25년합격cutI기준,25년합격CUTII기준,,26년합격cut I기준,26년합격cut II 기준,26년합격cut III기준,,
충북,충북대학교,지역인재전형 ,식품영양학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,아동복지학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,의류학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,주거환경학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,소비자학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,수의예과,,,,1.24,1.23,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,약학과,,,,1.23,1.22,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,제약학과,,,,1.25,1.23,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,의예과,,,,1.26,1.21,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,간호학과,,,,2.46,2.29,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,인문사회자율전공계열,,,,3.57,3.44,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,자연과학자율전공계열,,,,3.47,3.28,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,지역인재전형 ,바이오헬스학부,,,,3.04,2.88,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,특성화고졸재직자전형 (외),컴퓨터공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고졸재직자전형 (외),지역건설공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),경영학부,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),국제경영학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),경영정보학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),토목공학부,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),기계공학부,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),화학공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),신소재공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),건축공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),안전공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),환경공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),공업화학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),도시공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),건축학과(5년제),,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),전기공학부,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),전자공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),반도체공학부,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),정보통신공학부,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),컴퓨터공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),소프트웨어학부,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),지능로봇공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),식물자원학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),축산학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),산림학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),지역건설공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),환경생명화학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),특용식물학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),원예과학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),바이오시스템공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),식물의학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),식품생명공학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),목재종이과학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),농업경제학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),식품영양학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),아동복지학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),의류학과,,,,,,,,,,,,,
충북,충북대학교,특성화고출신자전형 (외),주거환경학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),국어국문학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),중어중문학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),영어영문학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),독일언어문화학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),프랑스언어문화학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),러시아언어문화학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),철학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),사학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),고고미술사학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),사회학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),심리학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),행정학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),정치외교학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),경제학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),수학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),정보통계학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),물리학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),화학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),생물학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),미생물학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),생화학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),천문우주학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),지구환경과학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),경영학부,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),국제경영학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),경영정보학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),토목공학부,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),기계공학부,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),화학공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),신소재공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),건축공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),안전공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),환경공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),공업화학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),도시공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),건축학과(5년제),,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),전기공학부,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),전자공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),반도체공학부,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),정보통신공학부,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),컴퓨터공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),소프트웨어학부,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),지능로봇공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),식물자원학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),축산학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),산림학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),지역건설공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),환경생명화학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),특용식물학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),원예과학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),바이오시스템공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),식물의학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),식품생명공학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),목재종이과학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),농업경제학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),국어교육과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),역사교육과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),화학교육과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),식품영양학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),아동복지학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),의류학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),주거환경학과,,,,,,,,,,,,,
충북,충북대학교,특수교육대상자전형 (외),소비자학과,,,,,,,,,,,,,
충북,충북대학교,학생부교과전형 ,국어국문학과,,,,3.4,3.38,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,중어중문학과,,,,3.13,3.08,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,영어영문학과,,,,3.24,3.21,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,독일언어문화학과,,,,3.71,3.64,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,프랑스언어문화학과,,,,4.08,3.96,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,러시아언어문화학과,,,,3.48,3.48,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,철학과,,,,3.29,3.24,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,사학과,,,,3.15,3.1,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,고고미술사학과,,,,3.56,3.53,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,인문학자율전공학부,,,,3.58,3.56,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,사회학과,,,,3.21,3.19,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,심리학과,,,,2.51,2.5,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,행정학과,,,,2.82,2.79,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,정치외교학과,,,,3.45,3.39,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,경제학과,,,,3.1,2.99,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,사회과학자율전공학부,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,수학과,,,,3.5,3.43,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,정보통계학과,,,,3.88,3.82,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,물리학과,,,,4,3.81,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,화학과,,,,3.22,3.12,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,생물학과,,,,2.94,2.87,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,미생물학과,,,,3.26,3.09,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,생화학과,,,,3.39,3.06,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,천문우주학과,,,,3.44,3.42,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,지구환경과학과,,,,3.48,3.35,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,자연과학자율전공학부,,,,3.78,3.78,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,경영학부,,,,2.91,2.78,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,국제경영학과,,,,3.28,3.2,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,경영정보학과,,,,3.26,3.23,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,경영학자율전공학부,,,,3.59,3.47,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,토목공학부,,,,3.73,3.66,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,기계공학부,,,,3.15,3.08,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,화학공학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,신소재공학과,,,,2.51,2.51,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,건축공학과,,,,3.45,3.42,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,안전공학과,,,,3.48,3.42,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,환경공학과,,,,3.05,3.01,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,공업화학과,,,,3.37,3.26,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,도시공학과,,,,3.8,3.64,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,건축학과(5년제),,,,2.86,2.83,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,공학자율전공학부,,,,3.24,3.09,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,전기공학부,,,,2.96,2.79,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,전자공학과,,,,2.65,2.61,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,반도체공학부,,,,3.37,3.29,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,정보통신공학부,,,,3.55,3.46,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,컴퓨터공학과,,,,3.06,2.9,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,소프트웨어학부,,,,3.29,3.23,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,지능로봇공학과,,,,3.55,3.54,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,전자정보자율전공학부,,,,3.24,3.13,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,식물자원학과,,,,3.77,3.68,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,축산학과,,,,4.06,4.01,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,산림학과,,,,3.68,3.64,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,지역건설공학과,,,,3.91,3.84,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,환경생명화학과,,,,3.44,3.3,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,특용식물학과,,,,3.84,3.76,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,원예과학과,,,,3.69,3.67,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,바이오시스템공학과,,,,3.24,3.08,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,식물의학과,,,,3.53,3.42,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,식품생명공학과,,,,3.51,3.26,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,목재종이과학과,,,,4.1,4.07,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,농업경제학과,,,,3.53,3.46,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,농업생명환경자율전공학부,,,,3.79,3.74,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,교육학과,,,,3.24,3.13,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,국어교육과,,,,2.93,2.84,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,영어교육과,,,,3.89,3.21,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,역사교육과,,,,2.91,2.73,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,지리교육과,,,,3.04,2.97,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,사회교육과,,,,2.85,2.82,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,윤리교육과,,,,2.73,2.71,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,물리교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,화학교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,생물교육과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,지구과학교육과,,,,3.1,2.94,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,수학교육과,,,,3.17,2.99,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,식품영양학과,,,,3.22,3.16,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,아동복지학과,,,,3.27,3.22,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,의류학과,,,,3.45,3.35,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,주거환경학과,,,,3.12,3.11,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,소비자학과,,,,3.45,3.43,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,생활과학자율전공학부,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,수의예과,,,,1.13,1.12,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,약학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,제약학과,,,,,,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,의예과,,,,1.15,1.12,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,간호학과,,,,2.15,2,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,인문사회자율전공계열,,,,3.53,3.5,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,자연과학자율전공계열,,,,3.57,3.48,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,학생부교과전형 ,바이오헬스학부,,,,3.54,3.44,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,SW우수인재전형 ,정보통신공학부,,,,3.46,3.39,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,SW우수인재전형 ,컴퓨터공학과,,,,3.35,3.14,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,SW우수인재전형 ,소프트웨어학부,,,,3.38,3.3,최종등록자70%컷,최종등록자50%컷,,,,,,
충북,충북대학교,농어촌학생전형 (외),국어국문학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),중어중문학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),영어영문학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),독일언어문화학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),프랑스언어문화학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),러시아언어문화학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),철학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),사학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),고고미술사학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),사회학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),심리학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),행정학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),정치외교학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),경제학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),수학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),정보통계학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),물리학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),화학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),생물학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),미생물학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),생화학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),천문우주학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),지구환경과학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),경영학부,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),국제경영학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),경영정보학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),토목공학부,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),기계공학부,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),화학공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),신소재공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),건축공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),안전공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),환경공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),공업화학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),도시공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),건축학과(5년제),,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),전기공학부,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),전자공학부,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),정보통신공학부,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),컴퓨터공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),소프트웨어학부,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),지능로봇공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),식물자원학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),축산학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),산림학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),지역건설공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),환경생명화학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),특용식물학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),원예과학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),바이오시스템공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),식물의학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),식품생명공학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),목재종이과학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),농업경제학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),교육학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),국어교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),영어교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),역사교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),지리교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),사회교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),윤리교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),물리교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),화학교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),생물교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),지구과학교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),수학교육과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),식품영양학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),아동복지학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),의류학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),주거환경학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),소비자학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),수의예과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),약학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),제약학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),의예과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),간호학과,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),인문사회자율전공계열,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),자연과학자율전공계열,,,,,,,,,,,,,
충북,충북대학교,농어촌학생전형 (외),바이오헬스학부,,,,,,,,,,,,,
